surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
12,12,سورة يوسف,أَرۡسِلۡهُ مَعَنَا غَدٗا يَرۡتَعۡ وَيَلۡعَبۡ وَإِنَّا لَهُۥ لَحَٰفِظُونَ,sadness,send him out with us tomorrow so that he may enjoy himself and play and we will really watch over him
12,13,سورة يوسف,قَالَ إِنِّي لَيَحۡزُنُنِيٓ أَن تَذۡهَبُواْ بِهِۦ وَأَخَافُ أَن يَأۡكُلَهُ ٱلذِّئۡبُ وَأَنتُمۡ عَنۡهُ غَٰفِلُونَ,sadness,he responded it would truly sadden me if you took him away with you and i fear that a wolf may devour him while you are negligent of him
12,35,سورة يوسف,ثُمَّ بَدَا لَهُم مِّنۢ بَعۡدِ مَا رَأَوُاْ ٱلۡأٓيَٰتِ لَيَسۡجُنُنَّهُۥ حَتَّىٰ حِينٖ,sadness,and so it occurred to those in charge despite seeing all the proofs of his innocence that he should be imprisoned for a while
12,39,سورة يوسف,يَٰصَٰحِبَيِ ٱلسِّجۡنِ ءَأَرۡبَابٞ مُّتَفَرِّقُونَ خَيۡرٌ أَمِ ٱللَّهُ ٱلۡوَٰحِدُ ٱلۡقَهَّارُ,sadness,o  my fellowprisoners which is far better many different lords or allahthe one the supreme
12,45,سورة يوسف,وَقَالَ ٱلَّذِي نَجَا مِنۡهُمَا وَٱدَّكَرَ بَعۡدَ أُمَّةٍ أَنَا۠ أُنَبِّئُكُم بِتَأۡوِيلِهِۦ فَأَرۡسِلُونِ,sadness,finally the surviving exprisoner remembered joseph after a long time and said i will tell you its interpretation so send me forth to joseph
12,48,سورة يوسف,ثُمَّ يَأۡتِي مِنۢ بَعۡدِ ذَٰلِكَ سَبۡعٞ شِدَادٞ يَأۡكُلۡنَ مَا قَدَّمۡتُمۡ لَهُنَّ إِلَّا قَلِيلٗا مِّمَّا تُحۡصِنُونَ,sadness,then after that will come seven years of great hardship which will consume whatever you have saved except the little you will store for seed
12,52,سورة يوسف,ذَٰلِكَ لِيَعۡلَمَ أَنِّي لَمۡ أَخُنۡهُ بِٱلۡغَيۡبِ وَأَنَّ ٱللَّهَ لَا يَهۡدِي كَيۡدَ ٱلۡخَآئِنِينَ,sadness,from this joseph should know that i did not speak dishonestly about him in his absence for allah certainly does not guide the scheming of the dishonest
12,60,سورة يوسف,فَإِن لَّمۡ تَأۡتُونِي بِهِۦ فَلَا كَيۡلَ لَكُمۡ عِندِي وَلَا تَقۡرَبُونِ,sadness,but if you do not bring him to me next time i will have no grain for you nor will you ever come close to me again
12,73,سورة يوسف,قَالُواْ تَٱللَّهِ لَقَدۡ عَلِمۡتُم مَّا جِئۡنَا لِنُفۡسِدَ فِي ٱلۡأَرۡضِ وَمَا كُنَّا سَٰرِقِينَ,sadness,josephs brothers replied by allah you know well that we did not come to cause trouble in the land nor are we thieves
12,87,سورة يوسف,يَٰبَنِيَّ ٱذۡهَبُواْ فَتَحَسَّسُواْ مِن يُوسُفَ وَأَخِيهِ وَلَا تَاْيۡـَٔسُواْ مِن رَّوۡحِ ٱللَّهِۖ إِنَّهُۥ لَا يَاْيۡـَٔسُ مِن رَّوۡحِ ٱللَّهِ إِلَّا ٱلۡقَوۡمُ ٱلۡكَٰفِرُونَ,sadness,o  my sons go and search diligently for joseph and his brother and do not lose hope in the mercy of allah for no one loses hope in allahs mercy except those with no faith
12,90,سورة يوسف,قَالُوٓاْ أَءِنَّكَ لَأَنتَ يُوسُفُۖ قَالَ أَنَا۠ يُوسُفُ وَهَٰذَآ أَخِيۖ قَدۡ مَنَّ ٱللَّهُ عَلَيۡنَآۖ إِنَّهُۥ مَن يَتَّقِ وَيَصۡبِرۡ فَإِنَّ ٱللَّهَ لَا يُضِيعُ أَجۡرَ ٱلۡمُحۡسِنِينَ,sadness,they replied in shock are you really joseph he said i am joseph and here is my brother benjamin allah has truly been gracious to us surely whoever is mindful of allah and patient then certainly allah never discounts the reward of the gooddoers
12,97,سورة يوسف,قَالُواْ يَٰٓأَبَانَا ٱسۡتَغۡفِرۡ لَنَا ذُنُوبَنَآ إِنَّا كُنَّا خَٰطِـِٔينَ,sadness,they begged o our father pray for the forgiveness of our sins we have certainly been sinful
12,103,سورة يوسف,وَمَآ أَكۡثَرُ ٱلنَّاسِ وَلَوۡ حَرَصۡتَ بِمُؤۡمِنِينَ,sadness,and most people will not believeno matter how keen you are
11,30,سورة هود,وَيَٰقَوۡمِ مَن يَنصُرُنِي مِنَ ٱللَّهِ إِن طَرَدتُّهُمۡۚ أَفَلَا تَذَكَّرُونَ,anger,o  my people who would protect me from allah if i were to dismiss them will you not then be mindful
11,60,سورة هود,وَأُتۡبِعُواْ فِي هَٰذِهِ ٱلدُّنۡيَا لَعۡنَةٗ وَيَوۡمَ ٱلۡقِيَٰمَةِۗ أَلَآ إِنَّ عَادٗا كَفَرُواْ رَبَّهُمۡۗ أَلَا بُعۡدٗا لِّعَادٖ قَوۡمِ هُودٖ,anger,they were followed by a curse in this world as they will be on the day of judgment surely ad denied their lord so away with ad the people of hd
11,68,سورة هود,كَأَن لَّمۡ يَغۡنَوۡاْ فِيهَآۗ أَلَآ إِنَّ ثَمُودَاْ كَفَرُواْ رَبَّهُمۡۗ أَلَا بُعۡدٗا لِّثَمُودَ,anger,as if they had never lived there surely thamd denied their lord so away with thamd
11,98,سورة هود,يَقۡدُمُ قَوۡمَهُۥ يَوۡمَ ٱلۡقِيَٰمَةِ فَأَوۡرَدَهُمُ ٱلنَّارَۖ وَبِئۡسَ ٱلۡوِرۡدُ ٱلۡمَوۡرُودُ,anger,he will be before his people on the day of judgment and will lead them into the fire what an evil place to be led into
11,121,سورة هود,وَقُل لِّلَّذِينَ لَا يُؤۡمِنُونَ ٱعۡمَلُواْ عَلَىٰ مَكَانَتِكُمۡ إِنَّا عَٰمِلُونَ,anger,say to those who disbelieve persist in your ways we will certainly persist in ours
11,10,سورة هود,وَلَئِنۡ أَذَقۡنَٰهُ نَعۡمَآءَ بَعۡدَ ضَرَّآءَ مَسَّتۡهُ لَيَقُولَنَّ ذَهَبَ ٱلسَّيِّـَٔاتُ عَنِّيٓۚ إِنَّهُۥ لَفَرِحٞ فَخُورٌ,fear,but if we give them a taste of prosperity after being touched with adversity they say my ills are gone and become totally prideful and boastful
11,16,سورة هود,أُوْلَٰٓئِكَ ٱلَّذِينَ لَيۡسَ لَهُمۡ فِي ٱلۡأٓخِرَةِ إِلَّا ٱلنَّارُۖ وَحَبِطَ مَا صَنَعُواْ فِيهَا وَبَٰطِلٞ مَّا كَانُواْ يَعۡمَلُونَ,fear,it is they who will have nothing in the hereafter except the fire their efforts in this life will be fruitless and their deeds will be useless
11,33,سورة هود,قَالَ إِنَّمَا يَأۡتِيكُم بِهِ ٱللَّهُ إِن شَآءَ وَمَآ أَنتُم بِمُعۡجِزِينَ,fear,he responded it is allah who can bring it upon you if he wills and then you will have no escape
11,39,سورة هود,فَسَوۡفَ تَعۡلَمُونَ مَن يَأۡتِيهِ عَذَابٞ يُخۡزِيهِ وَيَحِلُّ عَلَيۡهِ عَذَابٞ مُّقِيمٌ,fear,you will soon come to know who will be visited by a humiliating torment in this life and overwhelmed by an everlasting punishment in the next
11,86,سورة هود,بَقِيَّتُ ٱللَّهِ خَيۡرٞ لَّكُمۡ إِن كُنتُم مُّؤۡمِنِينَۚ وَمَآ أَنَا۠ عَلَيۡكُم بِحَفِيظٖ,fear,what is left as a lawful gain by allah is far better for you if you are truly believers and i am not a keeper over you
11,99,سورة هود,وَأُتۡبِعُواْ فِي هَٰذِهِۦ لَعۡنَةٗ وَيَوۡمَ ٱلۡقِيَٰمَةِۚ بِئۡسَ ٱلرِّفۡدُ ٱلۡمَرۡفُودُ,fear,they were followed by a curse in this life and will receive another on the day of judgment what an evil gift to receive
11,100,سورة هود,ذَٰلِكَ مِنۡ أَنۢبَآءِ ٱلۡقُرَىٰ نَقُصُّهُۥ عَلَيۡكَۖ مِنۡهَا قَآئِمٞ وَحَصِيدٞ,fear,these are accounts we relate to you o prophet of the destroyed cities some are still standing barren while others have been mowed down
11,103,سورة هود,إِنَّ فِي ذَٰلِكَ لَأٓيَةٗ لِّمَنۡ خَافَ عَذَابَ ٱلۡأٓخِرَةِۚ ذَٰلِكَ يَوۡمٞ مَّجۡمُوعٞ لَّهُ ٱلنَّاسُ وَذَٰلِكَ يَوۡمٞ مَّشۡهُودٞ,fear,surely in this is a sign for those who fear the torment of the hereafter that is a day for which humanity will be gathered and a day that will be witnessed by all
11,111,سورة هود,وَإِنَّ كُلّٗا لَّمَّا لَيُوَفِّيَنَّهُمۡ رَبُّكَ أَعۡمَٰلَهُمۡۚ إِنَّهُۥ بِمَا يَعۡمَلُونَ خَبِيرٞ,fear,and surely your lord will fully pay all for their deeds he is certainly allaware of what they do
11,112,سورة هود,فَٱسۡتَقِمۡ كَمَآ أُمِرۡتَ وَمَن تَابَ مَعَكَ وَلَا تَطۡغَوۡاْۚ إِنَّهُۥ بِمَا تَعۡمَلُونَ بَصِيرٞ,fear,so be steadfast as you are commanded o prophet along with those who turn in submission to allah with you and do not transgress surely he is allseeing of what you believers do
11,119,سورة هود,إِلَّا مَن رَّحِمَ رَبُّكَۚ وَلِذَٰلِكَ خَلَقَهُمۡۗ وَتَمَّتۡ كَلِمَةُ رَبِّكَ لَأَمۡلَأَنَّ جَهَنَّمَ مِنَ ٱلۡجِنَّةِ وَٱلنَّاسِ أَجۡمَعِينَ,fear,except those shown mercy by your lordand so he created them to choose freely and so the word of your lord will be fulfilled i will surely fill up hell with jinn and humans all together
11,122,سورة هود,وَٱنتَظِرُوٓاْ إِنَّا مُنتَظِرُونَ,fear,and wait surely we too are waiting
11,71,سورة هود,وَٱمۡرَأَتُهُۥ قَآئِمَةٞ فَضَحِكَتۡ فَبَشَّرۡنَٰهَا بِإِسۡحَٰقَ وَمِن وَرَآءِ إِسۡحَٰقَ يَعۡقُوبَ,joy,and his wife was standing by so she laughed then we gave her good news of the birth of isaac and after him jacob
11,73,سورة هود,قَالُوٓاْ أَتَعۡجَبِينَ مِنۡ أَمۡرِ ٱللَّهِۖ رَحۡمَتُ ٱللَّهِ وَبَرَكَٰتُهُۥ عَلَيۡكُمۡ أَهۡلَ ٱلۡبَيۡتِۚ إِنَّهُۥ حَمِيدٞ مَّجِيدٞ,joy,they responded are you astonished by allahs decree may allahs mercy and blessings be upon you o  people of this house indeed he is praiseworthy allglorious
11,75,سورة هود,إِنَّ إِبۡرَٰهِيمَ لَحَلِيمٌ أَوَّٰهٞ مُّنِيبٞ,joy,truly abraham was forbearing tenderhearted and ever turning to his lord
11,90,سورة هود,وَٱسۡتَغۡفِرُواْ رَبَّكُمۡ ثُمَّ تُوبُوٓاْ إِلَيۡهِۚ إِنَّ رَبِّي رَحِيمٞ وَدُودٞ,joy,so seek your lords forgiveness and turn to him in repentance surely my lord is most merciful allloving
11,107,سورة هود,خَٰلِدِينَ فِيهَا مَا دَامَتِ ٱلسَّمَٰوَٰتُ وَٱلۡأَرۡضُ إِلَّا مَا شَآءَ رَبُّكَۚ إِنَّ رَبَّكَ فَعَّالٞ لِّمَا يُرِيدُ,joy,staying there forever as long as the heavens and the earth will endure except what your lord wills surely your lord does what he intends
11,117,سورة هود,وَمَا كَانَ رَبُّكَ لِيُهۡلِكَ ٱلۡقُرَىٰ بِظُلۡمٖ وَأَهۡلُهَا مُصۡلِحُونَ,joy,and your lord o prophet would never destroy a society unjustly while its people were acting rightly
11,120,سورة هود,وَكُلّٗا نَّقُصُّ عَلَيۡكَ مِنۡ أَنۢبَآءِ ٱلرُّسُلِ مَا نُثَبِّتُ بِهِۦ فُؤَادَكَۚ وَجَآءَكَ فِي هَٰذِهِ ٱلۡحَقُّ وَمَوۡعِظَةٞ وَذِكۡرَىٰ لِلۡمُؤۡمِنِينَ,joy,and we relate to you o prophet the stories of the messengers to reassure your heart and there has come to you in this srah the truth a warning to the disbelievers and a reminder to the believers
11,21,سورة هود,أُوْلَٰٓئِكَ ٱلَّذِينَ خَسِرُوٓاْ أَنفُسَهُمۡ وَضَلَّ عَنۡهُم مَّا كَانُواْ يَفۡتَرُونَ,sadness,it is they who have ruined themselves and whatever gods they fabricated will fail them
11,47,سورة هود,قَالَ رَبِّ إِنِّيٓ أَعُوذُ بِكَ أَنۡ أَسۡـَٔلَكَ مَا لَيۡسَ لِي بِهِۦ عِلۡمٞۖ وَإِلَّا تَغۡفِرۡ لِي وَتَرۡحَمۡنِيٓ أَكُن مِّنَ ٱلۡخَٰسِرِينَ,sadness,noah pleaded my lord i seek refuge in you from asking you about what i have no knowledge of and unless you forgive me and have mercy on me i will be one of the losers
11,67,سورة هود,وَأَخَذَ ٱلَّذِينَ ظَلَمُواْ ٱلصَّيۡحَةُ فَأَصۡبَحُواْ فِي دِيَٰرِهِمۡ جَٰثِمِينَ,sadness,and the mighty blast overtook the wrongdoers so they fell lifeless in their homes
11,80,سورة هود,قَالَ لَوۡ أَنَّ لِي بِكُمۡ قُوَّةً أَوۡ ءَاوِيٓ إِلَىٰ رُكۡنٖ شَدِيدٖ,sadness,he responded if only i had the strength to resist you or could rely on a strong supporter
11,95,سورة هود,كَأَن لَّمۡ يَغۡنَوۡاْ فِيهَآۗ أَلَا بُعۡدٗا لِّمَدۡيَنَ كَمَا بَعِدَتۡ ثَمُودُ,sadness,as if they had never lived there so away with midian as it was with thamd
10,8,سورة يونس,أُوْلَٰٓئِكَ مَأۡوَىٰهُمُ ٱلنَّارُ بِمَا كَانُواْ يَكۡسِبُونَ,anger,they will have the fire as a home because of what they have committed
10,32,سورة يونس,فَذَٰلِكُمُ ٱللَّهُ رَبُّكُمُ ٱلۡحَقُّۖ فَمَاذَا بَعۡدَ ٱلۡحَقِّ إِلَّا ٱلضَّلَٰلُۖ فَأَنَّىٰ تُصۡرَفُونَ,anger,that is allahyour true lord so what is beyond the truth except falsehood how can you then be turned away
10,40,سورة يونس,وَمِنۡهُم مَّن يُؤۡمِنُ بِهِۦ وَمِنۡهُم مَّن لَّا يُؤۡمِنُ بِهِۦۚ وَرَبُّكَ أَعۡلَمُ بِٱلۡمُفۡسِدِينَ,anger,some of them will eventually believe in it others will not and your lord knows best the corruptors
10,41,سورة يونس,وَإِن كَذَّبُوكَ فَقُل لِّي عَمَلِي وَلَكُمۡ عَمَلُكُمۡۖ أَنتُم بَرِيٓـُٔونَ مِمَّآ أَعۡمَلُ وَأَنَا۠ بَرِيٓءٞ مِّمَّا تَعۡمَلُونَ,anger,if they deny you then say my deeds are mine and your deeds are yours you are free of what i do and i am free of what you do
10,92,سورة يونس,فَٱلۡيَوۡمَ نُنَجِّيكَ بِبَدَنِكَ لِتَكُونَ لِمَنۡ خَلۡفَكَ ءَايَةٗۚ وَإِنَّ كَثِيرٗا مِّنَ ٱلنَّاسِ عَنۡ ءَايَٰتِنَا لَغَٰفِلُونَ,anger,today we will preserve your corpse so that you may become an example for those who come after you and surely most people are heedless of our examples
10,6,سورة يونس,إِنَّ فِي ٱخۡتِلَٰفِ ٱلَّيۡلِ وَٱلنَّهَارِ وَمَا خَلَقَ ٱللَّهُ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ لَأٓيَٰتٖ لِّقَوۡمٖ يَتَّقُونَ,fear,surely in the alternation of the day and the night and in all that allah has created in the heavens and the earth there are truly signs for those mindful of him
10,33,سورة يونس,كَذَٰلِكَ حَقَّتۡ كَلِمَتُ رَبِّكَ عَلَى ٱلَّذِينَ فَسَقُوٓاْ أَنَّهُمۡ لَا يُؤۡمِنُونَ,fear,and so your lords decree has been proven true against the rebelliousthat they will never believe
10,36,سورة يونس,وَمَا يَتَّبِعُ أَكۡثَرُهُمۡ إِلَّا ظَنًّاۚ إِنَّ ٱلظَّنَّ لَا يُغۡنِي مِنَ ٱلۡحَقِّ شَيۡـًٔاۚ إِنَّ ٱللَّهَ عَلِيمُۢ بِمَا يَفۡعَلُونَ,fear,most of them follow nothing but inherited assumptions and surely assumptions can in no way replace the truth allah is indeed allknowing of what they do
10,48,سورة يونس,وَيَقُولُونَ مَتَىٰ هَٰذَا ٱلۡوَعۡدُ إِن كُنتُمۡ صَٰدِقِينَ,fear,they ask the believers when will this threat come to pass if what you say is true
10,52,سورة يونس,ثُمَّ قِيلَ لِلَّذِينَ ظَلَمُواْ ذُوقُواْ عَذَابَ ٱلۡخُلۡدِ هَلۡ تُجۡزَوۡنَ إِلَّا بِمَا كُنتُمۡ تَكۡسِبُونَ,fear,then the wrongdoers will be told taste the torment of eternity are you not rewarded except for what you used to commit
10,53,سورة يونس,۞وَيَسۡتَنۢبِـُٔونَكَ أَحَقٌّ هُوَۖ قُلۡ إِي وَرَبِّيٓ إِنَّهُۥ لَحَقّٞۖ وَمَآ أَنتُم بِمُعۡجِزِينَ,fear,they ask you o prophet is this true say yes by my lord most certainly it is true and you will have no escape
10,76,سورة يونس,فَلَمَّا جَآءَهُمُ ٱلۡحَقُّ مِنۡ عِندِنَا قَالُوٓاْ إِنَّ هَٰذَا لَسِحۡرٞ مُّبِينٞ,fear,when the truth came to them from us they said this is certainly pure magic
10,82,سورة يونس,وَيُحِقُّ ٱللَّهُ ٱلۡحَقَّ بِكَلِمَٰتِهِۦ وَلَوۡ كَرِهَ ٱلۡمُجۡرِمُونَ,fear,and allah establishes the truth by his wordseven to the dismay of the wicked
10,29,سورة يونس,فَكَفَىٰ بِٱللَّهِ شَهِيدَۢا بَيۡنَنَا وَبَيۡنَكُمۡ إِن كُنَّا عَنۡ عِبَادَتِكُمۡ لَغَٰفِلِينَ,joy,allah is sufficient as a witness between each of us that we were totally unaware of your worship
10,57,سورة يونس,يَٰٓأَيُّهَا ٱلنَّاسُ قَدۡ جَآءَتۡكُم مَّوۡعِظَةٞ مِّن رَّبِّكُمۡ وَشِفَآءٞ لِّمَا فِي ٱلصُّدُورِ وَهُدٗى وَرَحۡمَةٞ لِّلۡمُؤۡمِنِينَ,joy,o humanity indeed there has come to you a warning from your lord a cure for what is in the hearts a guide and a mercy for the believers
10,89,سورة يونس,قَالَ قَدۡ أُجِيبَت دَّعۡوَتُكُمَا فَٱسۡتَقِيمَا وَلَا تَتَّبِعَآنِّ سَبِيلَ ٱلَّذِينَ لَا يَعۡلَمُونَ,joy,allah responded to moses and aaron your prayer is answered so be steadfast and do not follow the way of those who do not know
10,98,سورة يونس,فَلَوۡلَا كَانَتۡ قَرۡيَةٌ ءَامَنَتۡ فَنَفَعَهَآ إِيمَٰنُهَآ إِلَّا قَوۡمَ يُونُسَ لَمَّآ ءَامَنُواْ كَشَفۡنَا عَنۡهُمۡ عَذَابَ ٱلۡخِزۡيِ فِي ٱلۡحَيَوٰةِ ٱلدُّنۡيَا وَمَتَّعۡنَٰهُمۡ إِلَىٰ حِينٖ,joy,if only there had been a society which believed before seeing the torment and therefore benefited from its belief like the people of jonah
10,100,سورة يونس,وَمَا كَانَ لِنَفۡسٍ أَن تُؤۡمِنَ إِلَّا بِإِذۡنِ ٱللَّهِۚ وَيَجۡعَلُ ٱلرِّجۡسَ عَلَى ٱلَّذِينَ لَا يَعۡقِلُونَ,joy,it is not for any soul to believe except by allahs leave and he will bring his wrath upon those who are unmindful
10,103,سورة يونس,ثُمَّ نُنَجِّي رُسُلَنَا وَٱلَّذِينَ ءَامَنُواْۚ كَذَٰلِكَ حَقًّا عَلَيۡنَا نُنجِ ٱلۡمُؤۡمِنِينَ,joy,then we saved our messengers and those who believed for it is our duty to save the believers
10,11,سورة يونس,۞وَلَوۡ يُعَجِّلُ ٱللَّهُ لِلنَّاسِ ٱلشَّرَّ ٱسۡتِعۡجَالَهُم بِٱلۡخَيۡرِ لَقُضِيَ إِلَيۡهِمۡ أَجَلُهُمۡۖ فَنَذَرُ ٱلَّذِينَ لَا يَرۡجُونَ لِقَآءَنَا فِي طُغۡيَٰنِهِمۡ يَعۡمَهُونَ,sadness,if allah were to hasten evil for people as they wish to hasten good they would have certainly been doomed but we leave those who do not expect to meet us to wander blindly in their defiance
10,19,سورة يونس,وَمَا كَانَ ٱلنَّاسُ إِلَّآ أُمَّةٗ وَٰحِدَةٗ فَٱخۡتَلَفُواْۚ وَلَوۡلَا كَلِمَةٞ سَبَقَتۡ مِن رَّبِّكَ لَقُضِيَ بَيۡنَهُمۡ فِيمَا فِيهِ يَخۡتَلِفُونَ,sadness,humanity was once nothing but a single community of believers but then they differed their differences would have been settled at once
10,55,سورة يونس,أَلَآ إِنَّ لِلَّهِ مَا فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۗ أَلَآ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞ وَلَٰكِنَّ أَكۡثَرَهُمۡ لَا يَعۡلَمُونَ,sadness,surely to allah belongs whatever is in the heavens and the earth surely allahs promise is always true but most of them do not know
10,95,سورة يونس,وَلَا تَكُونَنَّ مِنَ ٱلَّذِينَ كَذَّبُواْ بِـَٔايَٰتِ ٱللَّهِ فَتَكُونَ مِنَ ٱلۡخَٰسِرِينَ,sadness,and do not be one of those who deny allahs signs or you will be one of the losers
10,99,سورة يونس,وَلَوۡ شَآءَ رَبُّكَ لَأٓمَنَ مَن فِي ٱلۡأَرۡضِ كُلُّهُمۡ جَمِيعًاۚ أَفَأَنتَ تُكۡرِهُ ٱلنَّاسَ حَتَّىٰ يَكُونُواْ مُؤۡمِنِينَ,sadness,had your lord so willed o prophet all people on earth would have certainly believed every single one of them would you then force people to become believers
10,105,سورة يونس,وَأَنۡ أَقِمۡ وَجۡهَكَ لِلدِّينِ حَنِيفٗا وَلَا تَكُونَنَّ مِنَ ٱلۡمُشۡرِكِينَ,sadness,and be steadfast in faith in all uprightness and do not be one of the polytheists
9,2,سورة التوبة,فَسِيحُواْ فِي ٱلۡأَرۡضِ أَرۡبَعَةَ أَشۡهُرٖ وَٱعۡلَمُوٓاْ أَنَّكُمۡ غَيۡرُ مُعۡجِزِي ٱللَّهِ وَأَنَّ ٱللَّهَ مُخۡزِي ٱلۡكَٰفِرِينَ,anger,you polytheists may travel freely through the land for four months but know that you will have no escape from allah and that allah will disgrace the disbelievers
9,9,سورة التوبة,ٱشۡتَرَوۡاْ بِـَٔايَٰتِ ٱللَّهِ ثَمَنٗا قَلِيلٗا فَصَدُّواْ عَن سَبِيلِهِۦٓۚ إِنَّهُمۡ سَآءَ مَا كَانُواْ يَعۡمَلُونَ,anger,they chose a fleeting gain over allahs revelations hindering others from his way evil indeed is what they have done
9,32,سورة التوبة,يُرِيدُونَ أَن يُطۡفِـُٔواْ نُورَ ٱللَّهِ بِأَفۡوَٰهِهِمۡ وَيَأۡبَى ٱللَّهُ إِلَّآ أَن يُتِمَّ نُورَهُۥ وَلَوۡ كَرِهَ ٱلۡكَٰفِرُونَ,anger,they wish to extinguish allahs light with their mouths but allah will only allow his light to be perfected even to the dismay of the disbelievers
9,46,سورة التوبة,۞وَلَوۡ أَرَادُواْ ٱلۡخُرُوجَ لَأَعَدُّواْ لَهُۥ عُدَّةٗ وَلَٰكِن كَرِهَ ٱللَّهُ ٱنۢبِعَاثَهُمۡ فَثَبَّطَهُمۡ وَقِيلَ ٱقۡعُدُواْ مَعَ ٱلۡقَٰعِدِينَ,anger,had they really intended to march forth they would have made preparations for it but allah disliked that they should go so he let them lag behind and it was said to them stay with those helpless who remain behind
9,56,سورة التوبة,وَيَحۡلِفُونَ بِٱللَّهِ إِنَّهُمۡ لَمِنكُمۡ وَمَا هُم مِّنكُمۡ وَلَٰكِنَّهُمۡ قَوۡمٞ يَفۡرَقُونَ,anger,they swear by allah that they are part of you but they are not they only say so out of fear
9,59,سورة التوبة,وَلَوۡ أَنَّهُمۡ رَضُواْ مَآ ءَاتَىٰهُمُ ٱللَّهُ وَرَسُولُهُۥ وَقَالُواْ حَسۡبُنَا ٱللَّهُ سَيُؤۡتِينَا ٱللَّهُ مِن فَضۡلِهِۦ وَرَسُولُهُۥٓ إِنَّآ إِلَى ٱللَّهِ رَٰغِبُونَ,anger,if only they had been content with what allah and his messenger had given them and said allah is sufficient for us allah will grant us out of his bounty and so will his messenger to allah alone we turn with hope
9,63,سورة التوبة,أَلَمۡ يَعۡلَمُوٓاْ أَنَّهُۥ مَن يُحَادِدِ ٱللَّهَ وَرَسُولَهُۥ فَأَنَّ لَهُۥ نَارَ جَهَنَّمَ خَٰلِدٗا فِيهَاۚ ذَٰلِكَ ٱلۡخِزۡيُ ٱلۡعَظِيمُ,anger,do they not know that whoever opposes allah and his messenger will be in the fire of hell forever that is the ultimate disgrace
9,64,سورة التوبة,يَحۡذَرُ ٱلۡمُنَٰفِقُونَ أَن تُنَزَّلَ عَلَيۡهِمۡ سُورَةٞ تُنَبِّئُهُم بِمَا فِي قُلُوبِهِمۡۚ قُلِ ٱسۡتَهۡزِءُوٓاْ إِنَّ ٱللَّهَ مُخۡرِجٞ مَّا تَحۡذَرُونَ,anger,the hypocrites fear that a srah should be revealed about them exposing what is in their hearts say o prophet keep mocking allah will definitely bring to light what you fear
9,67,سورة التوبة,ٱلۡمُنَٰفِقُونَ وَٱلۡمُنَٰفِقَٰتُ بَعۡضُهُم مِّنۢ بَعۡضٖۚ يَأۡمُرُونَ بِٱلۡمُنكَرِ وَيَنۡهَوۡنَ عَنِ ٱلۡمَعۡرُوفِ وَيَقۡبِضُونَ أَيۡدِيَهُمۡۚ نَسُواْ ٱللَّهَ فَنَسِيَهُمۡۚ إِنَّ ٱلۡمُنَٰفِقِينَ هُمُ ٱلۡفَٰسِقُونَ,anger,the hypocrites both men and women are all alike they encourage what is evil forbid what is good and withhold what is in their hands they neglected allah so he neglected them surely the hypocrites are the rebellious
9,73,سورة التوبة,يَٰٓأَيُّهَا ٱلنَّبِيُّ جَٰهِدِ ٱلۡكُفَّارَ وَٱلۡمُنَٰفِقِينَ وَٱغۡلُظۡ عَلَيۡهِمۡۚ وَمَأۡوَىٰهُمۡ جَهَنَّمُۖ وَبِئۡسَ ٱلۡمَصِيرُ,anger,o prophet struggle against the disbelievers and the hypocrites and be firm with them hell will be their home what an evil destination
9,77,سورة التوبة,فَأَعۡقَبَهُمۡ نِفَاقٗا فِي قُلُوبِهِمۡ إِلَىٰ يَوۡمِ يَلۡقَوۡنَهُۥ بِمَآ أَخۡلَفُواْ ٱللَّهَ مَا وَعَدُوهُ وَبِمَا كَانُواْ يَكۡذِبُونَ,anger,so he caused hypocrisy to plague their hearts until the day they will meet him for breaking their promise to allah and for their lies
9,107,سورة التوبة,وَٱلَّذِينَ ٱتَّخَذُواْ مَسۡجِدٗا ضِرَارٗا وَكُفۡرٗا وَتَفۡرِيقَۢا بَيۡنَ ٱلۡمُؤۡمِنِينَ وَإِرۡصَادٗا لِّمَنۡ حَارَبَ ٱللَّهَ وَرَسُولَهُۥ مِن قَبۡلُۚ وَلَيَحۡلِفُنَّ إِنۡ أَرَدۡنَآ إِلَّا ٱلۡحُسۡنَىٰۖ وَٱللَّهُ يَشۡهَدُ إِنَّهُمۡ لَكَٰذِبُونَ,anger,there are also those hypocrites who set up a mosque only to cause harm promote disbelief divide the believers and as a base for those who had previously fought against allah and his messenger they will definitely swear we intended nothing but good but allah bears witness that they are surely liars
